Edad,Rotacion,ViajesNegocio,TarifaDiaria,Departamento,DistanciaCasa,Educacion,CampoEducativo,NumeroEmpleados,SatisfaccionEntorno,Genero,TarifaHora,Involucramiento,NivelPuesto,RolTrabajo,SatisfaccionLaboral,EstadoCivil,IngresoMensual,TarifaMensual,NumEmpresas,Mayor18,HorasExtra,PorcentajeAumento,Rendimiento,SatisfaccionRelacion,HorasEstandar,NivelStock,AniosTotales,CapacitacionesAnio,BalanceVidaTrabajo,AniosEmpresa,AniosRolActual,AniosDesdeAscenso,AniosConJefe
36,no,travel_rarely,928,sales,1,2,life sciences,1,2,male,56,3,2,sales executive,4,married,6201,2823,1,y,yes,14,3,4,80,1,18,1,2,18,14,4,11
32,no,travel_rarely,117,sales,13,4,life sciences,1,2,male,73,3,2,sales executive,4,divorced,4403,9250,2,y,no,11,3,3,80,1,8,3,2,5,2,0,3
45,no,travel_rarely,930,sales,9,3,marketing,1,4,male,74,3,3,sales executive,1,divorced,10761,19239,4,y,yes,12,3,3,80,1,18,2,3,5,4,0,2
32,no,travel_rarely,638,research & development,8,2,medical,1,3,female,91,4,2,research scientist,3,married,5175,22162,5,y,no,12,3,3,80,1,9,3,2,5,3,1,3
37,no,travel_rarely,342,sales,16,4,marketing,1,4,male,66,2,2,sales executive,3,divorced,6334,24558,4,y,no,19,3,4,80,2,9,2,3,1,0,0,0
42,no,travel_frequently,1271,research & development,2,1,medical,1,2,male,35,3,1,research scientist,4,single,2515,9068,5,y,yes,14,3,4,80,0,8,2,3,2,1,2,2
25,no,travel_rarely,141,sales,3,1,other,1,3,male,98,3,2,sales executive,1,married,4194,14363,1,y,yes,18,3,4,80,0,5,3,3,5,3,0,3
35,yes,travel_frequently,130,research & development,25,4,life sciences,1,4,female,96,3,1,research scientist,2,divorced,2022,16612,1,y,yes,19,3,1,80,1,10,3,2,10,2,7,8
32,no,non-travel,300,research & development,1,3,life sciences,1,4,male,61,3,1,laboratory technician,4,divorced,2314,9148,0,y,no,12,3,2,80,1,4,2,3,3,0,0,2
25,no,travel_rarely,583,sales,4,1,marketing,1,3,male,87,2,2,sales executive,1,married,4256,18154,1,y,no,12,3,1,80,0,5,1,4,5,2,0,3
49,no,travel_rarely,1418,research & development,1,3,technical degree,1,3,female,36,3,1,research scientist,1,married,3580,10554,2,y,no,16,3,2,80,1,7,2,3,4,2,0,2
24,no,non-travel,1269,research & development,4,1,life sciences,1,1,male,46,2,1,laboratory technician,4,married,3162,10778,0,y,no,17,3,4,80,0,6,2,2,5,2,3,4
32,no,travel_frequently,379,sales,5,2,life sciences,1,2,male,48,3,2,sales executive,2,married,6524,8891,1,y,no,14,3,4,80,1,10,3,3,10,8,5,3
38,no,travel_rarely,395,sales,9,3,marketing,1,2,male,98,2,1,sales representative,2,married,2899,12102,0,y,no,19,3,4,80,1,3,3,3,2,2,1,2
42,no,travel_rarely,1265,research & development,3,3,life sciences,1,3,female,95,4,2,laboratory technician,4,married,5231,23726,2,y,yes,13,3,2,80,1,17,1,2,5,3,1,3
31,no,travel_rarely,1222,research & development,11,4,life sciences,1,4,male,48,3,1,research scientist,4,married,2356,14871,3,y,yes,19,3,2,80,1,8,2,3,6,4,0,2
53,no,travel_rarely,868,sales,8,3,marketing,1,1,male,73,3,4,sales executive,4,married,11836,22789,5,y,no,14,3,3,80,1,28,3,3,2,0,2,2
35,no,travel_rarely,672,research & development,25,3,technical degree,1,4,male,78,2,3,manufacturing director,2,married,10903,9129,3,y,no,16,3,1,80,0,16,2,3,13,10,4,8
37,no,travel_frequently,1231,sales,21,2,medical,1,3,female,54,3,1,sales representative,4,married,2973,21222,5,y,no,15,3,2,80,1,10,3,3,5,4,0,0
43,no,travel_frequently,422,research & development,1,3,life sciences,1,4,female,33,3,2,healthcare representative,4,married,5562,21782,4,y,no,13,3,2,80,1,12,2,2,5,2,2,2
37,no,non-travel,1252,sales,19,2,medical,1,1,male,32,3,3,sales executive,2,single,7642,4814,1,y,yes,13,3,4,80,0,10,2,3,10,0,0,9
39,no,travel_rarely,1383,human resources,2,3,life sciences,1,4,female,42,2,2,human resources,4,married,5204,7790,8,y,no,11,3,3,80,2,13,2,3,5,4,0,4
33,no,travel_rarely,1075,human resources,3,2,human resources,1,4,male,57,3,1,human resources,2,divorced,2277,22650,3,y,yes,11,3,3,80,1,7,4,4,4,3,0,3
28,no,travel_rarely,821,sales,5,4,medical,1,1,male,98,3,2,sales executive,4,single,4908,24252,1,y,no,14,3,2,80,0,4,3,3,4,2,0,2
20,yes,travel_rarely,500,sales,2,3,medical,1,3,female,49,2,1,sales representative,3,single,2044,22052,1,y,no,13,3,4,80,0,2,3,2,2,2,0,2
21,yes,travel_rarely,1427,research & development,18,1,other,1,4,female,65,3,1,research scientist,4,single,2693,8870,1,y,no,19,3,1,80,0,1,3,2,1,0,0,0
36,no,travel_rarely,1425,research & development,14,1,life sciences,1,3,male,68,3,2,healthcare representative,4,married,6586,4821,0,y,yes,17,3,1,80,1,17,2,2,16,8,4,11
47,no,travel_rarely,1454,sales,2,4,life sciences,1,4,female,65,2,1,sales representative,4,single,3294,13137,1,y,yes,18,3,1,80,0,3,3,2,3,2,1,2
22,yes,travel_rarely,617,research & development,3,1,life sciences,1,2,female,34,3,2,manufacturing director,3,married,4171,10022,0,y,yes,19,3,1,80,1,4,3,4,3,2,0,2
41,yes,travel_rarely,1085,research & development,2,4,life sciences,1,2,female,57,1,1,laboratory technician,4,divorced,2778,17725,4,y,yes,13,3,3,80,1,10,1,2,7,7,1,0
28,no,travel_rarely,995,research & development,9,3,medical,1,3,female,77,3,1,research scientist,3,divorced,2377,9834,5,y,no,18,3,2,80,1,6,2,3,2,2,2,2
27,no,travel_rarely,618,research & development,4,3,life sciences,1,2,female,76,3,1,research scientist,3,single,2318,17808,1,y,no,19,3,3,80,0,1,2,3,1,1,0,0
34,no,travel_rarely,546,research & development,10,3,life sciences,1,2,male,83,3,1,laboratory technician,2,divorced,2008,6896,1,y,no,14,3,2,80,2,1,3,3,1,0,1,0
33,no,travel_rarely,1198,research & development,1,4,other,1,3,male,100,2,1,research scientist,1,single,2799,3339,3,y,yes,11,3,2,80,0,6,1,3,3,2,0,2
58,no,travel_rarely,1272,research & development,5,3,technical degree,1,3,female,37,2,3,healthcare representative,2,divorced,10552,9255,2,y,yes,13,3,4,80,1,24,3,3,6,0,0,4
31,no,travel_rarely,154,sales,7,4,life sciences,1,2,male,41,2,1,sales representative,3,married,2329,11737,3,y,no,15,3,2,80,0,13,2,4,7,7,5,2
48,no,travel_rarely,1469,research & development,20,4,medical,1,4,male,51,3,1,research scientist,3,married,2259,5543,4,y,no,17,3,1,80,2,13,2,2,0,0,0,0
31,no,non-travel,1188,sales,20,2,marketing,1,4,female,45,3,2,sales executive,3,married,6932,24406,1,y,no,13,3,4,80,1,9,2,2,9,8,0,0
38,no,travel_rarely,1333,research & development,1,3,technical degree,1,4,female,80,3,3,research director,1,married,13582,16292,1,y,no,13,3,2,80,1,15,3,3,15,12,5,11
40,no,travel_rarely,658,sales,10,4,marketing,1,1,male,67,2,3,sales executive,2,divorced,9705,20652,2,y,no,12,3,2,80,1,11,2,2,1,0,0,0
26,no,travel_frequently,1283,sales,1,3,medical,1,3,male,52,2,2,sales executive,1,single,4294,11148,1,y,no,12,3,2,80,0,7,2,3,7,7,0,7
19,yes,travel_rarely,419,sales,21,3,other,1,4,male,37,2,1,sales representative,2,single,2121,9947,1,y,yes,13,3,2,80,0,1,3,4,1,0,0,0
20,yes,travel_rarely,129,research & development,4,3,technical degree,1,1,male,84,3,1,laboratory technician,1,single,2973,13008,1,y,no,19,3,2,80,0,1,2,3,1,0,0,0
40,no,travel_frequently,1469,research & development,9,4,medical,1,4,male,35,3,1,research scientist,2,divorced,3617,25063,8,y,yes,14,3,4,80,1,3,2,3,1,1,0,0
32,no,travel_rarely,498,research & development,3,4,medical,1,3,female,93,3,2,manufacturing director,1,married,6725,13554,1,y,no,12,3,3,80,1,8,2,4,8,7,6,3
33,no,travel_rarely,1069,research & development,1,3,life sciences,1,2,female,42,2,2,healthcare representative,4,single,6949,12291,0,y,no,14,3,1,80,0,6,3,3,5,0,1,4
35,no,travel_rarely,1219,sales,18,3,medical,1,3,female,86,3,2,sales executive,3,married,4601,6179,1,y,no,16,3,2,80,0,5,3,3,5,2,1,0
30,no,travel_rarely,231,sales,8,2,other,1,3,male,62,3,3,sales executive,3,divorced,7264,9977,5,y,no,11,3,1,80,1,10,2,4,8,4,7,7
38,no,non-travel,152,sales,10,3,technical degree,1,3,female,85,3,2,sales executive,4,single,5666,19899,1,y,yes,13,3,2,80,0,6,1,3,5,3,1,3
35,no,travel_rarely,882,sales,3,4,life sciences,1,4,male,92,3,3,sales executive,4,divorced,7823,6812,6,y,no,13,3,2,80,1,12,2,3,10,9,0,8
39,no,travel_rarely,903,sales,2,5,life sciences,1,1,male,41,4,3,sales executive,3,single,7880,2560,0,y,no,18,3,4,80,0,9,3,3,8,7,0,7
40,yes,non-travel,1479,sales,24,3,life sciences,1,2,female,100,4,4,sales executive,2,single,13194,17071,4,y,yes,16,3,4,80,0,22,2,2,1,0,0,0
36,no,non-travel,1229,sales,8,4,technical degree,1,1,male,84,3,2,sales executive,4,divorced,5079,25952,4,y,no,13,3,4,80,2,12,3,3,7,7,0,7
33,no,travel_rarely,461,research & development,13,1,life sciences,1,2,female,53,3,1,research scientist,4,single,3452,17241,3,y,no,18,3,1,80,0,5,4,3,3,2,0,2
45,no,travel_rarely,974,research & development,1,4,medical,1,4,female,91,3,1,laboratory technician,4,divorced,2270,11005,3,y,no,14,3,4,80,2,8,2,3,5,3,0,2
33,no,travel_frequently,827,research & development,1,4,other,1,3,female,84,4,2,healthcare representative,2,married,5488,20161,1,y,yes,13,3,1,80,1,6,2,3,6,5,1,2
45,no,non-travel,248,research & development,23,2,life sciences,1,4,male,42,3,2,laboratory technician,1,married,3633,14039,1,y,yes,15,3,3,80,1,9,2,3,9,8,0,8
30,yes,travel_rarely,138,research & development,22,3,life sciences,1,1,female,48,3,1,research scientist,3,married,2132,11539,4,y,yes,11,3,2,80,0,7,2,3,5,2,0,1
50,no,travel_rarely,939,research & development,24,3,life sciences,1,4,male,95,3,4,manufacturing director,3,married,13973,4161,3,y,yes,18,3,4,80,1,22,2,3,12,11,1,5
46,no,travel_rarely,566,research & development,7,2,medical,1,4,male,75,3,3,manufacturing director,3,divorced,10845,24208,6,y,no,13,3,2,80,1,13,3,3,8,7,0,7
31,no,travel_frequently,853,research & development,1,1,life sciences,1,3,female,96,3,2,manufacturing director,1,married,4148,11275,1,y,no,12,3,3,80,1,4,1,3,4,3,0,3
18,no,non-travel,287,research & development,5,2,life sciences,1,2,male,73,3,1,research scientist,4,single,1051,13493,1,y,no,15,3,4,80,0,0,2,3,0,0,0,0
54,no,travel_rarely,1441,research & development,17,3,technical degree,1,3,female,56,3,3,manufacturing director,3,married,10739,13943,8,y,no,11,3,3,80,1,22,2,3,10,7,0,8
20,yes,travel_rarely,1097,research & development,11,3,medical,1,4,female,98,2,1,research scientist,1,single,2600,18275,1,y,yes,15,3,1,80,0,1,2,3,1,0,0,0
30,yes,travel_frequently,109,research & development,5,3,medical,1,2,female,60,3,1,laboratory technician,2,single,2422,25725,0,y,no,17,3,1,80,0,4,3,3,3,2,1,2
26,no,travel_rarely,1066,research & development,2,2,medical,1,4,male,32,4,2,manufacturing director,4,married,5472,3334,1,y,no,12,3,2,80,0,8,2,3,8,7,1,3
22,no,travel_rarely,217,research & development,8,1,life sciences,1,2,male,94,1,1,laboratory technician,1,married,2451,6881,1,y,no,15,3,1,80,1,4,3,2,4,3,1,1
48,no,travel_rarely,1355,research & development,4,4,life sciences,1,3,male,78,2,3,healthcare representative,3,single,10999,22245,7,y,no,14,3,2,80,0,27,3,3,15,11,4,8
27,no,travel_rarely,1055,research & development,2,4,life sciences,1,1,female,47,3,2,manufacturing director,4,married,4227,4658,0,y,no,18,3,2,80,1,4,2,3,3,2,2,2
37,yes,travel_rarely,1141,research & development,11,2,medical,1,1,female,61,1,2,healthcare representative,2,married,4777,14382,5,y,no,15,3,1,80,0,15,2,1,1,0,0,0
55,no,travel_frequently,135,research & development,18,4,medical,1,3,male,62,3,2,healthcare representative,2,married,6385,12992,3,y,yes,14,3,4,80,2,17,3,3,8,7,6,7
38,no,travel_rarely,1035,sales,3,4,life sciences,1,2,male,42,3,2,sales executive,4,single,6861,4981,8,y,yes,12,3,3,80,0,19,1,3,1,0,0,0
50,no,non-travel,145,sales,1,3,life sciences,1,4,female,95,3,2,sales executive,3,married,6347,24920,0,y,no,12,3,1,80,1,19,3,3,18,7,0,13
33,no,non-travel,1038,sales,8,1,life sciences,1,2,female,88,2,1,sales representative,4,single,2342,21437,0,y,no,19,3,4,80,0,3,2,2,2,2,2,2
34,no,travel_rarely,216,sales,1,4,marketing,1,2,male,75,4,2,sales executive,4,divorced,9725,12278,0,y,no,11,3,4,80,1,16,2,2,15,1,0,9
59,no,travel_rarely,1089,sales,1,2,technical degree,1,2,male,66,3,3,manager,4,married,11904,11038,3,y,yes,14,3,3,80,1,14,1,1,6,4,0,4
45,no,travel_rarely,788,human resources,24,4,medical,1,2,male,36,3,1,human resources,2,single,2177,8318,1,y,no,16,3,1,80,0,6,3,3,6,3,0,4
36,yes,travel_rarely,660,research & development,15,3,other,1,1,male,81,3,2,laboratory technician,3,divorced,4834,7858,7,y,no,14,3,2,80,1,9,3,2,1,0,0,0
26,yes,travel_frequently,342,research & development,2,3,life sciences,1,1,male,57,3,1,research scientist,1,married,2042,15346,6,y,yes,14,3,2,80,1,6,2,3,3,2,1,2
34,no,travel_rarely,1333,sales,10,4,life sciences,1,3,female,87,3,1,sales representative,3,married,2220,18410,1,y,yes,19,3,4,80,1,1,2,3,1,1,0,0
38,no,travel_frequently,1186,research & development,3,4,other,1,3,male,44,3,1,research scientist,3,married,2821,2997,3,y,no,16,3,1,80,1,8,2,3,2,2,2,2
37,no,travel_rarely,124,research & development,3,3,other,1,4,female,35,3,2,healthcare representative,2,single,4107,13848,3,y,no,15,3,1,80,0,8,3,2,4,3,0,1
40,no,travel_rarely,300,sales,26,3,marketing,1,3,male,74,3,2,sales executive,1,married,8396,22217,1,y,no,14,3,2,80,1,8,3,2,7,7,7,5
54,no,travel_rarely,1082,sales,2,4,life sciences,1,3,female,41,2,3,sales executive,3,married,10686,8392,6,y,no,11,3,2,80,1,13,4,3,9,4,7,0
56,no,travel_frequently,1240,research & development,9,3,medical,1,1,female,63,3,1,research scientist,3,married,2942,12154,2,y,no,19,3,2,80,1,18,4,3,5,4,0,3
36,no,travel_rarely,796,research & development,12,5,medical,1,4,female,51,2,3,manufacturing director,4,single,8858,15669,0,y,no,11,3,2,80,0,15,2,2,14,8,7,8
20,yes,travel_frequently,769,sales,9,3,marketing,1,4,female,54,3,1,sales representative,4,single,2323,17205,1,y,yes,14,3,2,80,0,2,3,3,2,2,0,2
28,yes,non-travel,1366,research & development,24,2,technical degree,1,2,male,72,2,3,healthcare representative,1,single,8722,12355,1,y,no,12,3,1,80,0,10,2,2,10,7,1,9
26,no,travel_rarely,192,research & development,1,2,medical,1,1,male,59,2,1,laboratory technician,1,married,3955,11141,1,y,no,16,3,1,80,2,6,2,3,5,3,1,3
30,no,travel_rarely,1176,research & development,20,3,other,1,3,male,85,3,2,manufacturing director,1,married,9957,9096,0,y,no,15,3,3,80,1,7,1,2,6,2,0,2
41,no,travel_rarely,509,research & development,7,2,technical degree,1,2,female,43,4,1,research scientist,3,married,3376,18863,1,y,no,13,3,3,80,0,10,3,3,10,6,0,8
55,no,travel_frequently,1091,research & development,2,1,life sciences,1,4,male,65,3,3,manufacturing director,2,married,10976,15813,3,y,no,18,3,2,80,1,23,4,3,3,2,1,2
28,no,travel_rarely,857,research & development,10,3,other,1,3,female,59,3,2,research scientist,3,single,3660,7909,3,y,no,13,3,4,80,0,10,4,4,8,7,1,7
33,no,travel_rarely,654,research & development,5,3,life sciences,1,4,male,34,2,3,healthcare representative,4,divorced,7119,21214,4,y,no,15,3,3,80,1,9,2,3,3,2,1,2
34,no,travel_frequently,618,research & development,3,1,life sciences,1,1,male,45,3,2,healthcare representative,4,single,7756,22266,0,y,no,17,3,3,80,0,7,1,2,6,2,0,4
25,yes,travel_rarely,1219,research & development,4,1,technical degree,1,4,male,32,3,1,laboratory technician,4,married,3691,4605,1,y,yes,15,3,2,80,1,7,3,4,7,7,5,6
28,yes,travel_frequently,1009,research & development,1,3,medical,1,1,male,45,2,1,laboratory technician,2,divorced,2596,7160,1,y,no,15,3,1,80,2,1,2,3,1,0,0,0
50,yes,travel_frequently,959,sales,1,4,other,1,4,male,81,3,2,sales executive,3,single,4728,17251,3,y,yes,14,3,4,80,0,5,4,3,0,0,0,0
33,no,travel_frequently,970,sales,7,3,life sciences,1,4,female,30,3,2,sales executive,2,married,4302,13401,0,y,no,17,3,3,80,1,4,3,3,3,2,0,2
45,no,non-travel,1050,sales,9,4,life sciences,1,2,female,65,2,2,sales executive,3,married,5593,17970,1,y,no,13,3,4,80,1,15,2,3,15,10,4,12
52,no,travel_rarely,994,research & development,7,4,life sciences,1,2,male,87,3,3,healthcare representative,2,single,10445,15322,7,y,no,19,3,4,80,0,18,4,3,8,6,4,0
38,no,travel_rarely,770,sales,10,4,marketing,1,3,male,73,2,3,sales executive,3,divorced,8740,5569,0,y,yes,14,3,2,80,2,9,2,3,8,7,2,7
38,no,travel_rarely,130,sales,2,2,marketing,1,4,male,32,3,3,sales executive,2,single,7351,20619,7,y,no,16,3,3,80,0,10,2,3,1,0,0,0
43,no,travel_frequently,1082,research & development,27,3,life sciences,1,3,female,83,3,3,manufacturing director,1,married,10820,11535,8,y,no,11,3,3,80,1,18,1,3,8,7,0,1
31,no,travel_frequently,793,sales,20,3,life sciences,1,3,male,67,4,1,sales representative,4,married,2791,21981,0,y,no,12,3,1,80,1,3,4,3,2,2,2,2
28,no,travel_rarely,1451,research & development,2,1,life sciences,1,1,male,67,2,1,research scientist,2,married,3201,19911,0,y,no,17,3,1,80,0,6,2,1,5,3,0,4
35,no,travel_frequently,1182,sales,11,2,marketing,1,4,male,54,3,2,sales executive,4,divorced,4968,18500,1,y,no,11,3,4,80,1,5,3,3,5,2,0,2
49,no,travel_rarely,174,sales,8,4,technical degree,1,4,male,56,2,4,sales executive,2,married,13120,11879,6,y,no,17,3,2,80,1,22,3,3,9,8,2,3
34,no,travel_frequently,1003,research & development,2,2,life sciences,1,4,male,95,3,2,manufacturing director,3,single,4033,15834,2,y,no,11,3,4,80,0,5,3,2,3,2,0,2
29,no,travel_frequently,490,research & development,10,3,life sciences,1,4,female,61,3,1,research scientist,2,divorced,3291,17940,0,y,no,14,3,4,80,2,8,2,2,7,5,1,1
42,no,travel_rarely,188,research & development,29,3,medical,1,2,male,56,1,2,laboratory technician,4,single,4272,9558,4,y,no,19,3,1,80,0,16,3,3,1,0,0,0
29,no,travel_rarely,718,research & development,8,1,medical,1,2,male,79,2,2,manufacturing director,4,married,5056,17689,1,y,yes,15,3,3,80,1,10,2,2,10,7,1,2
38,no,travel_rarely,433,human resources,1,3,human resources,1,3,male,37,4,1,human resources,3,married,2844,6004,1,y,no,13,3,4,80,1,7,2,4,7,6,5,0
28,no,travel_frequently,773,research & development,6,3,life sciences,1,3,male,39,2,1,research scientist,3,divorced,2703,22088,1,y,yes,14,3,4,80,1,3,2,3,3,1,0,2
33,yes,travel_rarely,603,sales,9,4,marketing,1,1,female,77,3,2,sales executive,1,single,8224,18385,0,y,yes,17,3,1,80,0,6,3,3,5,2,0,3
41,no,travel_rarely,167,research & development,12,4,life sciences,1,2,male,46,3,1,laboratory technician,4,married,4766,9051,3,y,yes,11,3,1,80,1,6,4,3,1,0,0,0
37,no,travel_rarely,367,research & development,25,2,medical,1,3,female,52,2,2,healthcare representative,4,divorced,5731,17171,7,y,no,13,3,3,80,2,9,2,3,6,2,1,3
35,no,travel_rarely,528,human resources,8,4,technical degree,1,3,male,100,3,1,human resources,3,single,4323,7108,1,y,no,17,3,2,80,0,6,2,1,5,4,1,4
29,yes,travel_rarely,408,sales,23,1,life sciences,1,4,female,45,2,3,sales executive,1,married,7336,11162,1,y,no,13,3,1,80,1,11,3,1,11,8,3,10
42,no,travel_rarely,647,sales,4,4,marketing,1,2,male,45,3,2,sales executive,1,single,5155,2253,7,y,no,13,3,4,80,0,9,3,4,6,4,1,5
35,no,travel_rarely,982,research & development,1,4,medical,1,4,male,58,2,1,laboratory technician,3,married,2258,16340,6,y,no,12,3,2,80,1,10,2,3,8,0,1,7
28,yes,travel_rarely,1485,research & development,12,1,life sciences,1,3,female,79,3,1,laboratory technician,4,married,2515,22955,1,y,yes,11,3,4,80,0,1,4,2,1,1,0,0
30,no,travel_rarely,852,sales,10,3,marketing,1,3,male,72,2,2,sales executive,3,married,6578,2706,1,y,no,18,3,1,80,1,10,3,3,10,3,1,4
40,no,travel_frequently,902,research & development,26,2,medical,1,3,female,92,2,2,research scientist,4,married,4422,21203,3,y,yes,13,3,4,80,1,16,3,1,1,1,0,0
35,no,travel_rarely,819,research & development,2,3,life sciences,1,3,male,44,2,3,manufacturing director,2,divorced,10274,19588,2,y,no,18,3,2,80,1,15,2,4,7,7,6,4
35,no,travel_frequently,636,research & development,4,4,other,1,4,male,47,2,1,laboratory technician,4,married,2376,26537,1,y,no,13,3,2,80,1,2,2,4,2,2,2,2
43,yes,travel_rarely,1372,sales,9,3,marketing,1,1,female,85,1,2,sales executive,3,single,5346,9489,8,y,no,13,3,2,80,0,7,2,2,4,3,1,3
45,no,travel_rarely,1457,research & development,7,3,medical,1,1,female,83,3,1,research scientist,3,married,4477,20100,4,y,yes,19,3,3,80,1,7,2,2,3,2,0,2
37,no,travel_rarely,977,research & development,1,3,life sciences,1,4,female,56,2,2,manufacturing director,4,married,6474,9961,1,y,no,13,3,2,80,1,14,2,2,14,8,3,11
20,no,travel_rarely,805,research & development,3,3,life sciences,1,1,male,87,2,1,laboratory technician,3,single,3033,12828,1,y,no,12,3,1,80,0,2,2,2,2,2,1,2
44,yes,travel_rarely,1097,research & development,10,4,life sciences,1,3,male,96,3,1,research scientist,3,single,2936,10826,1,y,yes,11,3,3,80,0,6,4,3,6,4,0,2
29,no,travel_rarely,942,research & development,15,1,life sciences,1,2,female,69,1,1,research scientist,4,married,2168,26933,0,y,yes,18,3,1,80,1,6,2,2,5,4,1,3
44,no,non-travel,111,research & development,17,3,life sciences,1,4,male,74,1,1,research scientist,3,single,2290,4279,2,y,no,13,3,4,80,0,6,3,3,0,0,0,0
33,no,travel_rarely,147,human resources,2,3,human resources,1,2,male,99,3,1,human resources,3,married,3600,8429,1,y,no,13,3,4,80,1,5,2,3,5,4,1,4
41,yes,non-travel,906,research & development,5,2,life sciences,1,1,male,95,2,1,research scientist,1,divorced,2107,20293,6,y,no,17,3,1,80,1,5,2,1,1,0,0,0
24,yes,travel_rarely,984,research & development,17,2,life sciences,1,4,female,97,3,1,laboratory technician,2,married,2210,3372,1,y,no,13,3,1,80,1,1,3,1,1,0,0,0
33,no,travel_frequently,1146,sales,25,3,medical,1,2,female,82,3,2,sales executive,3,married,4539,4905,1,y,no,12,3,1,80,1,10,3,2,10,7,0,1
36,no,travel_rarely,917,research & development,6,4,life sciences,1,3,male,60,1,1,laboratory technician,3,divorced,2741,6865,1,y,no,14,3,3,80,1,7,4,3,7,7,1,7
20,no,travel_rarely,654,sales,21,3,marketing,1,3,male,43,4,1,sales representative,4,single,2678,5050,1,y,no,17,3,4,80,0,2,2,3,2,1,2,2
46,no,travel_rarely,150,research & development,2,4,technical degree,1,4,male,60,3,2,manufacturing director,4,divorced,7379,17433,2,y,no,11,3,3,80,1,12,3,2,6,3,1,4
42,no,non-travel,179,human resources,2,5,medical,1,4,male,79,4,2,human resources,1,married,6272,12858,7,y,no,16,3,1,80,1,10,3,4,4,3,0,3
60,no,travel_rarely,696,sales,7,4,marketing,1,2,male,52,4,2,sales executive,4,divorced,5220,10893,0,y,yes,18,3,2,80,1,12,3,3,11,7,1,9
32,no,travel_frequently,1316,research & development,2,2,life sciences,1,4,female,38,3,2,research scientist,3,single,4998,2338,4,y,yes,14,3,4,80,0,10,2,3,8,7,0,7
40,no,travel_rarely,107,sales,10,3,technical degree,1,2,female,84,2,2,sales executive,2,divorced,6852,11591,7,y,no,12,3,2,80,1,7,2,4,5,1,1,3
25,no,travel_rarely,1356,sales,10,4,life sciences,1,3,male,57,3,2,sales executive,4,single,4950,20623,0,y,no,14,3,2,80,0,5,4,3,4,3,1,1
27,no,travel_rarely,1103,research & development,14,3,life sciences,1,1,male,42,3,1,research scientist,1,married,2235,14377,1,y,yes,14,3,4,80,2,9,3,2,9,7,6,8
31,no,travel_rarely,1332,research & development,11,2,medical,1,3,male,80,3,2,healthcare representative,1,married,6833,17089,1,y,yes,12,3,4,80,0,6,2,2,6,5,0,1
31,no,travel_rarely,1062,research & development,24,3,medical,1,3,female,96,2,2,healthcare representative,1,single,6812,17198,1,y,no,19,3,2,80,0,10,2,3,10,9,1,8
59,no,travel_rarely,326,sales,3,3,life sciences,1,3,female,48,2,2,sales executive,4,single,5171,16490,5,y,no,17,3,4,80,0,13,2,3,6,1,0,5
36,no,travel_frequently,469,research & development,3,3,technical degree,1,3,male,46,3,1,research scientist,2,married,3692,9256,1,y,no,12,3,3,80,0,12,2,2,11,10,0,7
48,no,travel_rarely,969,research & development,2,2,technical degree,1,4,male,76,4,1,laboratory technician,2,single,2559,16620,5,y,no,11,3,3,80,0,7,4,2,1,0,0,0
29,no,travel_rarely,1329,research & development,7,3,life sciences,1,3,male,82,3,2,healthcare representative,4,divorced,6623,4204,1,y,yes,11,3,2,80,2,6,2,3,6,0,1,0
29,no,travel_rarely,694,research & development,1,3,life sciences,1,4,female,87,2,4,research director,4,divorced,16124,3423,3,y,no,14,3,2,80,2,9,2,2,7,7,1,7
33,no,travel_rarely,536,sales,10,5,marketing,1,4,male,82,4,3,sales executive,3,divorced,8380,21708,0,y,yes,14,3,4,80,2,10,3,3,9,8,0,8
19,no,travel_rarely,265,research & development,25,3,life sciences,1,2,female,57,4,1,research scientist,4,single,2994,21221,1,y,yes,12,3,4,80,0,1,2,3,1,0,0,1
25,yes,travel_frequently,599,sales,24,1,life sciences,1,3,male,73,1,1,sales representative,4,single,1118,8040,1,y,yes,14,3,4,80,0,1,4,3,1,0,1,0
34,no,travel_rarely,131,sales,2,3,marketing,1,3,female,86,3,2,sales executive,1,single,4538,6039,0,y,yes,12,3,4,80,0,4,3,3,3,2,0,2
34,no,travel_frequently,135,research & development,19,3,medical,1,3,female,46,3,2,laboratory technician,2,divorced,4444,22534,4,y,no,13,3,3,80,2,15,2,4,11,8,5,10
28,no,travel_frequently,791,research & development,1,4,medical,1,4,male,44,3,1,laboratory technician,3,single,2154,6842,0,y,yes,11,3,3,80,0,5,2,2,4,2,0,2
35,no,travel_rarely,735,research & development,6,1,life sciences,1,3,male,66,3,1,research scientist,3,married,3506,6020,0,y,yes,14,3,4,80,0,4,3,3,3,2,2,2
42,no,travel_rarely,603,research & development,7,4,medical,1,2,female,78,4,2,research scientist,2,married,2372,5628,6,y,yes,16,3,4,80,0,18,2,3,1,0,0,0
44,yes,travel_rarely,621,research & development,15,3,medical,1,1,female,73,3,3,healthcare representative,4,married,7978,14075,1,y,no,11,3,4,80,1,10,2,3,10,7,0,5
28,no,travel_frequently,193,research & development,2,3,life sciences,1,4,male,52,2,1,laboratory technician,4,married,3867,14222,1,y,yes,12,3,2,80,1,2,2,3,2,2,2,2
30,no,non-travel,879,research & development,9,2,medical,1,3,female,72,3,2,manufacturing director,3,single,4695,12858,7,y,yes,18,3,3,80,0,10,3,3,8,4,1,7
